SAMPLE_ID,Average initial ?Nd,Group Age (Ma),Latitude GDA 1994,Longitude GDA 1994,Rock Type,References
77346,-5.8,2950,-27.1223,116.3944,monzogranite cutting 77350,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
77350,-3.0,2950,-27.1223,116.3944,porphyritic monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
77353,-0.8,2950,-27.1543,116.3917,porphyritic monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
44484D,1.3,2950,-28.5650,116.8600,qtz-plag-sericite dacite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
44484G,0.8,2950,-28.5650,116.8600,qtz-plag-sericite dacite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
44484Q,-0.5,2950,-28.5650,116.8600,dacite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
44484S,0.1,2950,-28.5650,116.8600,brecciated dacite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
44484U,1.1,2950,-28.5650,116.8600,porphyritic dacite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
207683,0.5,2951,-28.6389,116.8950,metagranodiorite,GSWA
155879,3.7,2956,-28.7582,116.6995,"fine- to medium-grained, equigranular granodiorite gneiss",GSWA
203701,1.2,2958,-28.6881,116.9098,metadacite,GSWA
193363,1.2,2958,-27.2873,123.0112,metadacite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
112163,0.1,2958,-33.6721,120.3726,rhyolite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
209689,0.6,2960,-28.7146,116.6673,medium-grained metatonalite,GSWA
206542,-0.1,2960,-28.7763,116.9435,rhyodacite,GSWA
206502,0.4,2960,-28.7603,116.9419,metadacite,GSWA
203702,0.5,2962,-28.7782,116.9600,metadacite,GSWA
203703,0.6,2963,-28.7762,116.9604,metarhyolite,GSWA
229392,-0.9,2964,-28.8255,115.7747,metatonalite,GSWA
198240,-1.8,2972,-26.8821,117.7028,metavolcanic breccia,GSWA
204833,0.4,2975,-26.9715,117.5527,felsic volcaniclastic rock,GSWA
205622,-0.1,2975,-26.9669,117.5689,dacite,GSWA
205634,0.2,2975,-26.9669,117.5689,rhyodacite,GSWA
155569,-0.2,2977,-26.9789,117.4744,metarhyolite,GSWA
224357,1.1,2978,-33.5366,119.8961,banded biotite gneiss,GSWA
216142,4.8,2980,-25.4931,119.0689,granite gneiss,GSWA
ARC94,1.9,2983,-33.6112,120.1090,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180994,1.9,2983,-33.6112,120.1090,granite,GSWA
59925,2.4,3000,-32.6792,117.2487,equigranular monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
59926,2.6,3000,-32.7391,117.5932,porphyritic monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
77270,1.0,3000,-27.4140,115.6931,deformed porphyritic monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
77272,-0.1,3000,-27.4140,115.6931,deformed porphyritic monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
80309,-1.4,3000,-26.3332,116.3542,deformed porphyritic monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
80313,-0.4,3000,-26.3209,116.3819,deformed porphyritic monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
60721,0.0,3000,-25.8321,116.9181,layered gneiss,"Fletcher, IR, Williams, SJ, Gee, RD and Rosman, KJR 1983a, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia; northwest transect into the Proterozoic Gascoyne Province: Australian Journal of Earth Sciences, v. 30, p. 16"
60723,-1.7,3000,-25.8612,116.9514,layered biotite gneiss,"Fletcher, IR, Williams, SJ, Gee, RD and Rosman, KJR 1983a, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia; northwest transect into the Proterozoic Gascoyne Province: Australian Journal of Earth Sciences, v. 30, p. 16"
69623,-1.3,3000,-26.0362,116.7306,granodiorite gneiss,"Fletcher, IR, Williams, SJ, Gee, RD and Rosman, KJR 1983a, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia; northwest transect into the Proterozoic Gascoyne Province: Australian Journal of Earth Sciences, v. 30, p. 16"
56434B,-1.0,3000,-29.0750,115.6792,granitic gneiss,"Fletcher, IR, Wilde, SA and Rosman, KJR 1985, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia III, the western margin: Australian Journal of Earth Sciences, v. 32, p. 73–82."
56434C,-0.6,3000,-29.0750,115.6792,augen gneiss,"Fletcher, IR, Wilde, SA and Rosman, KJR 1985, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia III, the western margin: Australian Journal of Earth Sciences, v. 32, p. 73–82."
80316,1.0,3000,-26.0793,116.4014,leucogneiss,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
80322,-2.8,3000,-26.0765,116.4194,leucogneiss,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
88-169,0.3,3005,-27.3920,115.5230,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
99969093B,0.2,3007,-30.1629,116.7501,granodiorite gneiss,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
205930,0.0,3010,-31.0310,116.6198,medium- to coarse-grained monzogranitic gneiss,GSWA
205931,0.6,3010,-31.0310,116.6198,"medium- to coarse-grained, recrystallized syenogranitic gneiss",GSWA
142847,-3.0,3292,-25.5201,117.6454,granitic gneiss,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
88-180,-3.8,3302,-26.2380,116.9580,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
71940,-3.0,3350,-26.4574,116.4053,gneiss,"De Laeter, JR, Fletcher, IR, Bickle, MJ, Myers, JS, Libby, WG and Williams, IR 1985, Rb-Sr, Sm-Nd and Pb-Pb geochronology of ancient gneisses from Mt Narryer, Western Australia: Australian Journal of Earth Sciences, v. 32, p. 349–358."
60734,-2.6,3350,-26.4385,116.4246,granodiorite gneiss,"Fletcher, IR, Williams, SJ, Gee, RD and Rosman, KJR 1983a, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia; northwest transect into the Proterozoic Gascoyne Province: Australian Journal of Earth Sciences, v. 30, p. 16"
88-175,1.1,3439,-26.5440,116.1340,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
88-176,2.0,3466,-26.5300,116.0670,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
88-197,0.0,3489,-26.5440,116.1340,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
84-82,0.9,3633,-26.5240,116.3710,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
69627,-1.0,3640,-26.4574,116.4053,biotite layered gneiss,"De Laeter, JR, Fletcher, IR, Bickle, MJ, Myers, JS, Libby, WG and Williams, IR 1985, Rb-Sr, Sm-Nd and Pb-Pb geochronology of ancient gneisses from Mt Narryer, Western Australia: Australian Journal of Earth Sciences, v. 32, p. 349–358."
77589,0.2,3640,-26.5421,116.3699,gneiss,"De Laeter, JR, Fletcher, IR, Bickle, MJ, Myers, JS, Libby, WG and Williams, IR 1985, Rb-Sr, Sm-Nd and Pb-Pb geochronology of ancient gneisses from Mt Narryer, Western Australia: Australian Journal of Earth Sciences, v. 32, p. 349–358."
60735,0.0,3640,-26.4574,116.4053,biotite layered gneiss,"Fletcher, IR, Williams, SJ, Gee, RD and Rosman, KJR 1983a, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia; northwest transect into the Proterozoic Gascoyne Province: Australian Journal of Earth Sciences, v. 30, p. 16"
88-173,1.8,3730,-26.2130,117.0130,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
